business_name,phone,address,city,state,rating,reviews,category,place_id
"Top Quality Roofing and construction services","+1951-337-8031","12850 Penske St, Moreno Valley, CA 92553","Riverside","CA",4.2,20,"Roofing contractor","ChIJHXXcxa2o3IARM8bLCyclJyU"
"MARIA & OSCAR ROOFING LLC","+1626-866-2510","9196 Trey Ave, Riverside, CA 92503","Riverside","CA",5,6,"Roofing contractor","ChIJAx8XyIDJ3IARTnbSShxr2B0"
"Manna Roofing Company","+1562-445-9394","","Riverside","CA",5,6,"Roofing contractor","ChIJGfh6RU1x1QoRTumWxrwOs_U"
"Cardinal Sheet Metal","","3184 Durahart St, Riverside, CA 92507","Riverside","CA",4.8,5,"Sheet metal contractor","ChIJbQJYxC6v3IARwrlyiScU54Q"
"Inland Empire Roofing Co LLC","+1909-883-7663","","Riverside","CA",4.6,14,"Roofing contractor","ChIJiSN8eO-t3IAR-QHbWPf0rz4"
"Central Valley Roofing","+1661-509-6588","308 H St, Bakersfield, CA 93304","Bakersfield","CA",5,5,"Roofing contractor","ChIJGScbo69r6oARQEEDfpIfpck"
"H-Street Roofing","+1661-509-6587","308 H St, Bakersfield, CA 93304","Bakersfield","CA",5,5,"Roofing contractor","ChIJXXhdx0tr6oARBiVRva5UKF0"
"American Roofing & Tear-off, Inc.","+1231-444-4608","5804 Medio Luna Ave, Bakersfield, CA 93306","Bakersfield","CA",4.8,16,"Roofing contractor","ChIJg8Rze2tt6oARjxx587VV6D4"
"Mars Roofing Solutions","+1661-509-6586","2131 Mars Ct, Bakersfield, CA 93308","Bakersfield","CA",5,5,"Roofing contractor","ChIJeXeY5MlD6oARemReavVKjf8"
"Castro Roofing","+1661-325-3044","130 E 21st St, Bakersfield, CA 93305","Bakersfield","CA",3.7,3,"Roofing contractor","ChIJudMWQ4Bp6oAR1Qis5unIw3U"
"Amparano Roofing","+1661-345-4666","8824 Shannon Dr, Bakersfield, CA 93307","Bakersfield","CA",3.4,26,"Roofing contractor","ChIJKxwhLz0V6oARTpWhK6Pl2Y0"
"Premier Construction CA","+1661-426-9449","8713 Bald Mountain Ct, Bakersfield, CA 93306","Bakersfield","CA",5,8,"Roofing contractor","ChIJuYHS6w9t6oARkqF1Fshrihg"
"Top Line Roofing","+1661-218-3086","1515 Badger Pass Ave, Bakersfield, CA 93307","Bakersfield","CA",5,10,"Roofing contractor","ChIJ7W8CgjLzWS0Rt3I3xbd78Bg"
"Zubia Roofing","+1661-333-1168","11108 Philip Pl, Bakersfield, CA 93306","Bakersfield","CA",4.8,11,"Roofing contractor","ChIJPXrK4-pt6oAR4mUI-zQ2wxw"
"HighTop Roofing Co.","+1661-460-3283","6013 Niles St, Bakersfield, CA 93306","Bakersfield","CA",4.8,5,"Roofing contractor","ChIJq6qqqpZp6oARm1LwUjTih_c"
"RightWay Roofing","+1661-460-2967","2322 Brundage Ln, Bakersfield, CA 93304","Bakersfield","CA",3,4,"Roofing contractor","ChIJXZ0MRFBC6oARUxUq0KKv1ME"
"Crespo Roofing","+1661-861-8151","3000 James Rd STE 103, Bakersfield, CA 93308","Bakersfield","CA",5,4,"Roofing contractor","ChIJ8VWR4utr6oARRj0nHLIJh_s"
"Landco Roofing","+1661-213-8488","Bakersfield, CA 93312","Bakersfield","CA",5,2,"Roofing contractor","ChIJAQAAABBD6oARkJ9r5kM4bZk"
"Stronghold Roofers","+1661-460-2965","2070 White Ln, Bakersfield, CA 93304","Bakersfield","CA",4.2,5,"Roofing contractor","ChIJx4vgDWpq6oARyeNmx-wBV44"
"Sanco Construction Inc.","+1661-493-1919","2916 Sunset Ave, Bakersfield, CA 93304","Bakersfield","CA",4.9,7,"General contractor","ChIJccItO_lr6oARtk0qd8Pc2nc"
"Midstate Sheetmetal, Inc.","+1661-695-6007","1047 Carrier Pkwy Ave, Bakersfield, CA 93308","Bakersfield","CA",4.8,4,"Roofing contractor","ChIJyRGSQ4Vp6oARRk3aeMOoKIo"
"California Custom Roofing","+1661-431-6037","","Bakersfield","CA",5,3,"Roofing contractor","ChIJtY5Gh50V6oAReqmU-2mtcn4"
"Platinum Roofing","+1661-497-0627","","Bakersfield","CA",4.9,9,"Roofing contractor","ChIJAxSFAIBt6oARk17-8RjbAZ8"
"Alliance Water Damage Restoration Bakersfield","+1661-462-6606","621 K St, Bakersfield, CA 93304","Bakersfield","CA",5,6,"Building restoration service","ChIJe0Io7CJq6oARxLv70ioDZLs"
"CVR Roofing Repair & Service Bakersfield","+1661-215-6165","","Bakersfield","CA",5,7,"Roofing contractor","ChIJH66JwBFD6oAR1PnOA33tCEg"
"Zikos Asphalt Maintenance roofing concrete","+1661-384-1688","4040 S Real Rd, Bakersfield, CA 93309","Bakersfield","CA",3.1,8,"Asphalt contractor","ChIJHevFUuBB6oARVFBSP2kzocY"
"Euclid Roof Repair Anaheim","+1562-443-7233","1525 S Euclid St, Anaheim, CA 92804","Anaheim","CA",5,6,"Roofing contractor","ChIJN9pvVZAp3YARpPXKL2DwvOs"
"Orange County 24 Hour Roofing Service","+1949-528-7663","1232 N Citron Ln, Anaheim, CA 92801","Anaheim","CA",4.7,3,"Roofing contractor","ChIJtaL9S_wp3YARu-c-SNtZICw"
"Precision General roofing Inc.","+1714-650-8444","1323 W Malboro Ave, Anaheim, CA 92801","Anaheim","CA",4.9,15,"Roofing contractor","ChIJVVXlVvcp3YARBYqKaxsH_FU"
"Stellar Home Roof's Anaheim","+1949-991-6070","1220 E Ball Rd, Anaheim, CA 92805","Anaheim","CA",5,6,"Roofing contractor","ChIJG29WFbDX3IARUfn5QkRVe7s"
"C&O Building roofing","+1949-649-6433","235 W Orangewood Ave #16B, Anaheim, CA 92802","Anaheim","CA",4.9,14,"Roofing contractor","ChIJAzhGLenX3IAR9J2iIq9Pcd8"
"Medina Roofing","+1714-854-2871","2960 E Jackson Ave, Anaheim, CA 92806","Anaheim","CA",5,2,"Roofing contractor","ChIJl-W5_aLX3IARmmSvElpDC8c"
"MAF Roofing CA","+1562-222-7589","2209 S Spinnaker St, Anaheim, CA 92802","Anaheim","CA",4.9,13,"Roofing contractor","ChIJN1NbGuVJ3YAR3V-3Y8Rd2ic"
"Pinnacle Roof Systems","+1657-502-1308","454 Anaheim Blvd, Anaheim, CA 92805","Anaheim","CA",3,6,"Roofing contractor","ChIJKe9SgGfR3IARh7-n9nm86xM"
"Brave Bird Roofing","+1714-249-6339","663 S State College Blvd, Fullerton, CA 92831","Anaheim","CA",5,16,"Roofing contractor","ChIJj_ClD7PV3IAR7NmZuKKFROI"
"Easy Roofing Solutions","+1714-488-0636","520 N Brookhurst St Suite 220, Anaheim, CA 92801","Anaheim","CA",5,3,"Roofing contractor","ChIJTT6iQYEp3YAR83ABKjNmS5s"
"Navarro Brothers Roofing & Remodeling","+1714-361-1566","10662 Court Ave #9800, Stanton, CA 90680","Anaheim","CA",4.8,69,"Roofing contractor","ChIJD4vfeH0p3YARr-CCMVaijjc"
"C & T Roofing","+1657-467-8928","1331 S Highland Ave #316, Fullerton, CA 92832","Anaheim","CA",4.9,10,"Roofing contractor","ChIJrcNt2AEq3YAR-7ZnBkNxL_g"
"Golden Construction Co","+1626-557-1634","1325 N Red Gum St #9, Anaheim, CA 92806","Anaheim","CA",5,2,"Roofing contractor","ChIJMaarekPW3IARdqeXq86N0pE"
"Mike Killeen Quality Roofing Company","+1562-924-7717","8911 Electric St, Cypress, CA 90630","Anaheim","CA",5,11,"Roofing contractor","ChIJz3Wc2cgt3YARNbEFdg7Blow"
"TipTop Roofing NYC","+1929-679-6989","550 W 50th St, New York, NY 10019","New York","NY",5,11,"Roofing contractor","ChIJF5DrbxtZwokRKdnQjHrSjsg"
"Storm Roof Water Repair NYC","+1646-922-6150","447 Broadway 2nd fl 3000, New York, NY 10013","New York","NY",5,5,"Roofing contractor","ChIJt9GkH_lZwokRkdls2kRkIPA"
"NICE AND FAST CONSTRUCTION INC.","+1347-562-8337","447 Harman St, Brooklyn, NY 11237","New York","NY",4.9,63,"Roofing contractor","ChIJU-QE-x5cwokRTfmDpyhWgrE"
"General Roofing","+1718-541-5171","760 Manhattan Ave, Brooklyn, NY 11222","New York","NY",5,9,"Roofing contractor","ChIJ0YtfvEZZwokRHhX6Yn7c07c"
"DF Roofing Care","+1347-342-1711","131 Imlay St ste 1, Brooklyn, NY 11231","New York","NY",4.2,5,"Roofing contractor","ChIJE1mS22FawokRjBAVwHiOU00"
"StormXpert Home Remodeling","+1716-936-7663","327 Niagara St, Buffalo, NY 14201","Buffalo","NY",4.9,18,"Roofing contractor","ChIJf9mBXYQT04kRBJl0bwzrfiY"
"Carroll's Roofing Co","","143 Parkdale Ave, Buffalo, NY 14213","Buffalo","NY",4.3,12,"Roofing contractor","ChIJC02zlx4T04kR5qwPh9QI1b0"
"Buffalo Roofing Co","+1716-374-6610","118 Lexington Ave, Buffalo, NY 14222","Buffalo","NY",5,2,"Roofing contractor","ChIJY66Pb4TpwIcR0zLJUKVpz6Q"
"Carl Hohmann Roofing & Siding","+1716-832-8853","700 Millersport Hwy, Amherst, NY 14226","Buffalo","NY",4.7,14,"Roofing contractor","ChIJJVmJHlhy04kR8m5xnUc8p98"
"Allen&Jones Roofing","+1716-994-7663","3705 Harlem Rd, Cheektowaga, NY 14215","Buffalo","NY",5,25,"Roofing contractor","ChIJheKZKBUT04kRuECngDYUes8"
"Done Well Home Improvement","+1716-603-9640","1121 Seneca St, Buffalo, NY 14210","Buffalo","NY",4,12,"Roofing contractor","ChIJhXQ46_cN04kR10wa6zOneo4"
"Dunkle & Sons","","1588 Clinton St, Buffalo, NY 14206","Buffalo","NY",4.1,9,"Roofing contractor","ChIJ09-9jukN04kRzzfj2Ei9psQ"
"Bynum Brothers","+1716-884-7663","324 Glenwood Ave, Buffalo, NY 14208","Buffalo","NY",3.4,5,"Roofing contractor","ChIJt-f7ppES04kRVz8Zygw1II4"
"OakLine Works","+1725-255-0793","38 Lonsdale Rd, Buffalo, NY 14208","Buffalo","NY",5,2,"Roofing contractor","ChIJmbiHkxsT04kR5KWc4fJgrrE"
"WNY First Choice Construction","+1716-392-8300","3080 South Park Ave, Buffalo, NY 14218","Buffalo","NY",4.7,42,"General contractor","ChIJjYVgvvwP04kR-8eLUiyMyXw"
"Buffalo NY Roofing Company in Western New York Vinyl Siding Lancaster","+1716-578-6334","1158 Indian Church Rd #8, Buffalo, NY 14224","Buffalo","NY",4.3,3,"Roofing contractor","ChIJYXa96x0M04kR_TuVIkT-2bM"
"AAA Roofing Painting and More","+1716-218-8268","347 Benzinger St Rear, Buffalo, NY 14206","Buffalo","NY",5,4,"Roofing contractor","ChIJ4T1kTcsN04kRmv-syx9Ax54"
"Sta.Room Chimney repairs & Chimney inspection Buffalo, New York","+1315-544-4088","375 Seventh St, Buffalo, NY 14201","Buffalo","NY",4.3,4,"Utility contractor","ChIJ57Q8wq0T04kR9ak3ByXIAnQ"
"Shamrock Construction","+1716-983-6524","44 Rand Ave, Buffalo, NY 14216","Buffalo","NY",5,2,"General contractor","ChIJZ0zKpVFt04kRz9UPaHmhTzE"
"Rochester Roofing and Gutters","+1585-223-7663","89 Edgemont Rd, Rochester, NY 14620","Rochester","NY",4.9,17,"Roofing contractor","ChIJZTt9dfFL0YkR5Q887RrH1kQ"
"Hillside Roofing and Gutters","+1888-291-3128","677 Hillside Ave, Rochester, NY 14610","Rochester","NY",5,3,"Roofing contractor","ChIJ56QYh27L1okR35wDQwFop90"
"Beddia Contracting","+1585-736-2191","939 Arnett Blvd, Rochester, NY 14619","Rochester","NY",4.8,105,"Gutter cleaning service","ChIJ0wh59rC11okRCuhadru6tME"
"JC Carpio group LLC","+1585-281-2998","54 Prospect St, Rochester, NY 14608","Rochester","NY",3.7,3,"Roofing contractor","ChIJM-uE8B-11okRHNfGZ_er4Lw"
"Son and solis llc","+1585-615-1232","147 Alphonse St, Rochester, NY 14621","Rochester","NY",4.2,5,"Roofing contractor","ChIJm_JpEsm11okRKfLbOzZC_tc"
"RBS Roofing and Construction","+1585-623-9147","200 Ave B, Rochester, NY 14621","Rochester","NY",4.5,2,"Home builder","ChIJw8HvcIS11okR5VE9xbkG6FQ"
"Kemter Roofing","+1585-540-2090","51 Elmguard St, Rochester, NY 14615","Rochester","NY",5,2,"Roofing contractor","ChIJ8cUCZ1ex1okRwl9Gs5mgQxE"
"Amanda's home improvements","+1272-291-0644","121 Electric Ave, Rochester, NY 14621","Rochester","NY",4.3,4,"Roofing contractor","ChIJt4wZuAS11okRDyrXg_Gps88"
"Syracuse General Roofing Contractors","+1315-216-0626","421-25 S Warren St, Syracuse, NY 13202","Syracuse","NY",4,8,"Roofing contractor","ChIJTZyPiqfz2YkRkiyhIt4G8mY"
"American Roofing Co","+1315-446-4270","1223 Burnet Ave, Syracuse, NY 13203","Syracuse","NY",3.4,5,"Roofing contractor","ChIJL1MgjM2M2YkRlks24XY9ZA0"
"All Weather home improvement","+1315-949-9926","113 White St, Syracuse, NY 13204","Syracuse","NY",5,3,"Roofing contractor","ChIJLfG2sA8SywURXryBwoQbBco"
"Competitive Roofing","+1315-498-1000","807 Avery Ave, Syracuse, NY 13204","Syracuse","NY",4.3,11,"Roofing contractor","ChIJdf37AkTr2YkRoPlcaORtbXs"
"New York Homeowners Construction Co.","+1315-432-1217","107 Leo Ave, Syracuse, NY 13206","Syracuse","NY",4,24,"Roofing contractor","ChIJk2dgvcjy2YkR9JelNf5_o9Y"
"Pyramid Roofing & Sheet Metal","+1315-451-1527","110 Monarch Dr, Liverpool, NY 13088","Syracuse","NY",4.4,13,"Roofing contractor","ChIJYcpEoxnu2YkRDBLYXEHHfyw"
"All Seasons Roofing","+1315-254-6858","5858 E Molloy Rd Ste 133, Syracuse, NY 13211","Syracuse","NY",3,2,"Roofing contractor","ChIJI6fucGHt2YkR8vEqVAfzmEQ"
"All Star Contracting & Seamless Gutters LLC","+1315-565-9230","2913 Milton Ave, Solvay, NY 13209","Syracuse","NY",4.8,47,"Construction company","ChIJzZFM60mEgicRVfTKxnN8Bvw"
"Morris Construction, LLC","+1315-214-3228","301 Hiawatha Blvd, Syracuse, NY 13208","Syracuse","NY",4.3,4,"Construction company","ChIJwZKZpDHy2YkR93YrD3x1Nrg"
"Cuse’ Contracting","+1315-877-0772","117 Mark Ave, East Syracuse, NY 13057","Syracuse","NY",5,7,"Roofing contractor","ChIJMSErMaKN2YkR1zVn3PR-soQ"
"SCHRADER CONSTRUCTION & SERVICES","+1315-415-1204","710 Kirkpatrick St, Syracuse, NY 13208","Syracuse","NY",5,11,"Roofing contractor","ChIJHTePmebz2YkRhfPvb6GM19M"
"Home Advantage Plus LLC","+1315-727-6253","7144 Jones Rd, Syracuse, NY 13209","Syracuse","NY",3.1,9,"Roofing contractor","ChIJ7ZqK07L62YkR3cYFtWqZUtQ"
"Syracuse Custom Quality Roofing Contractors","+1315-472-2282","","Syracuse","NY",5,4,"Roofing contractor","ChIJh7irS0_x2YkRMVbeyOCrkaU"
"Paduana Construction","+1315-428-1271","1149 Grand Ave, Syracuse, NY 13219","Syracuse","NY",4.6,19,"Roofing contractor","ChIJ5aXaqzXx2YkR8yuvKkmppDI"
"Painters With Integrity, LLC","+1315-640-0361","525 Winton St, Syracuse, NY 13203","Syracuse","NY",4.5,42,"Painter","ChIJS8-PN2zz2YkR3jsGidnwatw"
"National roofing","+1518-948-6690","3 Watervliet Ave, Albany, NY 12206","Albany","NY",5,2,"Roofing contractor","ChIJPTVD11UL3okRE84_KkwU4sE"
"Nml Contracting And Roofing","","9 Schuyler Hills Rd, Albany, NY 12211","Albany","NY",5,3,"Roofing contractor","ChIJp-_zV6gO3okRjpNh_M4S368"
"Albany Roofing Services","+1518-667-7779","276 Sherman St, Albany, NY 12206","Albany","NY",4.6,60,"Roofing contractor","ChIJB7TDwfQJ3okRzIOONbYxrEY"
"Joe Ferracane Construction Co","+1518-432-8098","13 Fernwood Dr, Albany, NY 12211","Albany","NY",3.5,2,"Roofing contractor","ChIJFVop-gEM3okRt20N2zXhP5c"
"camilo contracting and design","+1518-331-5895","133 Benson St, Albany, NY 12206","Albany","NY",5,2,"Siding contractor","ChIJpUA8VHwL3okRBEi5ZKtO93c"
"Wasula Remodeling Inc","","818 7th St, Rensselaer, NY 12144","Albany","NY",3.6,5,"Roofing contractor","ChIJg_e7sZMJ3okR0Qck8lHISHI"
"Hudson Remodeling Contractors NY LLC","+1914-313-8409","61 Garfield St, Yonkers, NY 10701","Yonkers","NY",4.8,13,"Contractor","ChIJtWzCUYHywokRK_4U_mvIaZw"
"Dinzey General Repairs","+1845-874-1865","14 Ridgewood Ave, Yonkers, NY 10704","Yonkers","NY",5,4,"Roofing contractor","ChIJF1JAhmZGE2sRzuJL-fl6pWs"
"All roofing","+1347-679-0298","","Yonkers","NY",5,17,"Roofing contractor","ChIJ91weKlwCHakR8FGOz3NCSlQ"
"Eagle Brothers Roofing and Chimney","+1800-385-4505","20 Thurton Pl, Yonkers, NY 10704","Yonkers","NY",5,2,"Roofing contractor","ChIJn9SGpATzwokRvDdoQ76Zv4Q"
"SkyPro Contracting|General Contractor|Exterior|Remodeling","+1609-509-4606","4 Overlook Terrace, Yonkers, NY 10701","Yonkers","NY",5,8,"Roofing contractor","ChIJCZ-iORTzwokRMqpZwCsw-i0"
"ABC Roofing","+1914-559-0068","1278 Saw Mill River Rd, Yonkers, NY 10710","Yonkers","NY",5,2,"Roofing contractor","ChIJBxakf-DswokRTqWuGhn96lc"
"King Construction","+1914-490-1377","","Yonkers","NY",3.9,7,"Roofing contractor","ChIJP_34is_D_6cRCq5nrLVUpzs"
"BINI & COMPANY Gutter Guard","+1570-880-2596","21 Agawam S, Yonkers, NY 10704","Yonkers","NY",3.4,5,"Roofing contractor","ChIJs1QeuEfzwokR8ZEECK1JTIw"
"Skyline Construction & Renovation Inc.","+1917-880-1741","124 Remsen Rd a, Yonkers, NY 10710","Yonkers","NY",3.7,23,"Construction company","ChIJXzo7MiyTwokRbcNjlnJ12GQ"
"Donald W Brown Roofing Contractors","+1914-478-1629","402 Warburton Ave, Hastings-On-Hudson, NY 10706","Yonkers","NY",4.4,19,"Roofing contractor","ChIJXY2GLvfswokRr1MkB6nnJk4"
"Cassaway Contracting","+1914-751-2900","771 Nepperhan Ave, Yonkers, NY 10703","Yonkers","NY",4.8,6,"General contractor","ChIJtffQlnHtwokRzEeT-5Pk9NM"
"J. Osorio Inc - Exterior Weatherproofing","+1914-879-9565","","Yonkers","NY",5,8,"Roofing contractor","ChIJI00nZr-NwokRJJYwNSRUPJw"
"Credible Construction and Roofing Inc","+1347-517-2550","","Yonkers","NY",5,18,"Roofing contractor","ChIJWXGRr3PzwokR6AILvBN-ArU"
"TCI Roofing Repair Contractor Company Bronx NY","+1888-982-8519","3089 Decatur Ave, Bronx, NY 10467","Yonkers","NY",4.2,10,"Roofing contractor","ChIJOQKCyHHzwokR6HVyOOsX-UE"
"HDR Contracting Inc.","+1914-562-0212","59 Huber Pl, Yonkers, NY 10704","Yonkers","NY",4.5,15,"Construction company","ChIJ4RFwHLzywokRzgaeBd1vaQk"
"Tara Home-Works Inc","","","Yonkers","NY",5,11,"Roofing contractor","ChIJRRiPEZ6NwokRlSzelZJsCjQ"
"Jph interior remodeling","","175 Oak St, Yonkers, NY 10701","Yonkers","NY",5,7,"General contractor","ChIJt9qxPYfzwokRVTzOh-d-Q-I"
"Daily Chicago roofing","+1312-468-6391","179 W Van Buren St, Chicago, IL 60605","Chicago","IL",5,3,"Roofing contractor","ChIJnQrx9CAtDogRXYEiC9JfQEA"
"Flat Roof Specialists","+1773-997-4841","151 N Franklin St, Chicago, IL 60606","Chicago","IL",3.4,8,"Roofing contractor","ChIJYeY-z7ksDogRoF_3dVpzNLg"
"Maxx Roofing","+1773-570-2261","321 N Clark St 5th floor, Chicago, IL 60654","Chicago","IL",5,6,"Roofing contractor","ChIJ-0b1O0YtDogRteGUBxkVo30"
"Y&B Roofing Inc.","+1773-495-2021","3314 S Leavitt St, Chicago, IL 60608","Chicago","IL",5,164,"Roofing contractor","ChIJX66kUGMtDogR6QcktYGCT98"
"Gutter Installation Roof Repair Soffit & fascia.","+1872-275-6988","2234 W 21st St, Chicago, IL 60608","Chicago","IL",5,46,"Gutter cleaning service","ChIJITrnlJMtDogRX8SoaX-mLfg"
"Chicago's First Roofing","+1773-455-4914","3518 W 25th St, Chicago, IL 60623","Chicago","IL",5,9,"Roofing contractor","ChIJCYg8M0YtDogRxLxx9IAn85s"
"Gardner Roofing Company","+1773-985-5744","558 W Diversey Pkwy, Chicago, IL 60614","Chicago","IL",5,10,"Roofing contractor","ChIJ5xALPEYtDogRrSaygsj2sKI"
"Portillo’s general Roofing inc","+1815-661-0096","3537 W 59th St, Chicago, IL 60629","Chicago","IL",5,6,"Roofing contractor","ChIJ83VHMs8xDogRHLhm67zNY-Y"
"Construction Management Services Group, Inc.","+1312-371-5229","1464 S Michigan Ave, Chicago, IL 60605","Chicago","IL",5,3,"Roofing contractor","ChIJF-i7O28tDogRnDiKrgX8ob4"
"Y&B Construction","+1773-444-1111","420 E Ohio St, Chicago, IL 60611","Chicago","IL",5,2,"Roofing contractor","ChIJY3l3FpUrDogRJH1JCDz5D8Q"
"Chicago's Finest Roofing Company","","1626 S Ridgeway Ave, Chicago, IL 60623","Chicago","IL",4.6,9,"Roofing contractor","ChIJdfWkM0YtDogResiwD1rdox4"
"Aurora Roofers","+1708-866-0882","513 S Farnsworth Ave, Aurora, IL 60505","Aurora","IL",4.1,14,"Roofing contractor","ChIJmZa-poHwDogRW03hqsIxaEM"
"Roofing Repair Guy Contractors of Aurora Il","+1630-523-8819","","Aurora","IL",5,8,"Roofing contractor","ChIJNetkfxPka6QROP4cCOUUNbM"
"Higher Quality Renovations Inc.","+1630-674-3908","380 W Galena Blvd, Aurora, IL 60506","Aurora","IL",5,5,"Roofing contractor","ChIJ__8_5rL6DogR_NeYD_38sJI"
"Velasquez Enterprises Inc.","+1630-701-0023","800 S Frontenac St, Aurora, IL 60504","Aurora","IL",5,23,"Construction company","ChIJUWszUUrlDogRmNtz4bzlZpU"
"Sunset Roofing Co.","+1630-931-2026","4222-4248 Meridian Pkwy, Aurora, IL 60504","Aurora","IL",4.6,10,"Roofing contractor","ChIJ8a6F1EctDogRwK0JFgRQWdE"
"Roofing Aurora Team","+1630-296-6501","","Aurora","IL",3,4,"Roofing contractor","ChIJIaUkyxv7DogRvaQ-06OMp0M"
"Certus Construction CO","+1630-962-3192","25 N Broadway Suite D, Aurora, IL 60505","Aurora","IL",5,4,"Construction company","ChIJkQXJL_n7DogRxiQlJTMHCGk"
"Rugerio’s commercial roofing LLC.","+1331-425-2332","","Aurora","IL",5,2,"Roofing contractor","ChIJrT3tjjL8f0YR2wSjtfymR3s"
"ROCHA CONSTRUCTION GROUP INC","+1331-588-3705","","Aurora","IL",4.2,5,"Roofing contractor","ChIJBwNFSc1LpasR7XSZhf0Ijhw"
"Chicagoland Builders & Remodeling","+1630-800-6818","21 US-30, Aurora, IL 60504","Aurora","IL",5,12,"General contractor","ChIJZ2ORQoT3DogR75D4YQlybdA"
"S & E Roofing","+1630-355-9424","7S780 Mitchell Ln, Naperville, IL 60540","Naperville","IL",4.2,5,"Roofing contractor","ChIJh6G_YbBQDogRgGDXEfoNt8E"
"Early Bird Roof Siding Repair","+1630-300-0882","5 Vincent Ct, Naperville, IL 60565","Naperville","IL",4.5,2,"Roofing contractor","ChIJ1xR3ZwBRDogRozjjwXJrw88"
"Stellar Roofing Company","+1773-729-6077","1717 N Naper Blvd, Naperville, IL 60563","Naperville","IL",4,4,"Roofing contractor","ChIJpUSOzkctDogRIAhMnZ2nL4Q"
"Marshall Roofing & Landscaping","+1630-931-2286","1805 High Grove Ln, Naperville, IL 60540","Naperville","IL",5,7,"Roofing contractor","ChIJGaGCzkctDogRiNKZX2CMn_w"
"Superior Roofing & Exteriors","+1630-413-3999","1620 Pebblewood Ln # 104, Naperville, IL 60563","Naperville","IL",5,3,"Roofing contractor","ChIJBbdwiWX5DogRcp9sRlau3nw"
"Millennium Roofing Company Inc.","+1847-565-5775","4525 Weaver Pkwy, Warrenville, IL 60555","Naperville","IL",5,4,"Roofing contractor","ChIJJa6FLT1WDogRCY8OJ5i--_I"
"CertaBuilt LLC","+1630-701-7720","50 S Main St Ste 200, Naperville, IL 60540","Naperville","IL",5,3,"Roofing contractor","ChIJ____9MdXDogRmeV9F9mqlTo"
"Sunset Roofing Co.","+1630-931-2026","4222-4248 Meridian Pkwy, Aurora, IL 60504","Naperville","IL",4.6,10,"Roofing contractor","ChIJ8a6F1EctDogRwK0JFgRQWdE"
"C&C Construction & Management","+1630-486-2485","","Naperville","IL",3.8,10,"General contractor","ChIJWaKmxvxXDogRKGnBOaTcbKY"
"Velasquez Enterprises Inc.","+1630-701-0023","800 S Frontenac St, Aurora, IL 60504","Naperville","IL",5,23,"Construction company","ChIJUWszUUrlDogRmNtz4bzlZpU"
"Hytek General Contracting","+1779-423-2349","134 N 1st St, Rockford, IL 61107","Rockford","IL",3,4,"Roofing contractor","ChIJ8ZYNn9O_CIgRsF-eDWo69dc"
"Quality Home Handyman & Roofing Xteriors","+1815-319-1350","1315 Scottswood Rd, Rockford, IL 61107","Rockford","IL",4.7,26,"Roofing contractor","ChIJj8Huglm_CIgRyiWMNObS91c"
"Roof Works","+1815-964-3584","8178 Kelley Rd, Winnebago, IL 61088","Rockford","IL",4,4,"Roofing contractor","ChIJ7W-vlzuTCIgRkK-CAWvGp5M"
"Estate Builders, LLC","+1815-973-0243","","Rockford","IL",5,2,"Roofing contractor","ChIJ69lnZZgp9kERboQ0SGfMxFk"
"GF your Home Exterior Experts since 1974","+1815-547-0159","1329 29th St, Rockford, IL 61108","Rockford","IL",4,4,"Roofing contractor","ChIJtX1IwBK_CIgRDF09oUuYOTY"
"Cronin Roofing & Construction","+1815-519-9315","8312 Hedge Ct, Machesney Park, IL 61115","Rockford","IL",5,10,"Roofing contractor","ChIJS4QnYWe8CIgR4FNnm1Ii9Oo"
"D & S Contractor","+1815-962-9020","4184 Centerville Rd, Rockford, IL 61102","Rockford","IL",4.2,5,"General contractor","ChIJrYLzBEfrCIgR_v-dXIZDV20"
"ATM Contractors / Roofing / Framing / Wnidows and Doors / Drywall / Hauling","+1217-638-3333","2154 Eastdale Ave, Springfield, IL 62703","Springfield","IL",5,3,"Roofing contractor","ChIJlVWv7a87dYgR78gCcC0L0Gs"
"217-Gutters and Roofing Inc","+1217-488-8377","5999 Cardinal Hill Rd, Rochester, IL 62563","Springfield","IL",5,6,"Roofing contractor","ChIJ4QyNYdsjdYgRRq80jn9Hz_A"
"R L Vollintine Construction","+1217-522-6952","1621 E Georgia Ave, Springfield, IL 62703","Springfield","IL",4,2,"General contractor","ChIJ3XxmR3g5dYgRMRmT60Ecai4"
"Better Way Home Improvements","+1217-679-5550","","Springfield","IL",3.5,15,"Roofing contractor","ChIJeZ20bjo6dYgR2Tc5kVlG7Zw"
"Lynn Wilson Construction, Inc.","+1217-698-2845","5371 W Washington St, Springfield, IL 62711","Springfield","IL",5,5,"Roofing contractor","ChIJAQAAAJA4dYgRXtQc10B5ECU"
"Preston Home Improvement LLC","+1217-204-4029","","Springfield","IL",5,5,"Roofing contractor","ChIJF9-RlzKbmkARkD4N1krO6nw"
"Lucas Blankenship Roofing Construction (LBC)","+1217-855-1747","","Springfield","IL",5,2,"Roofing contractor","ChIJfRwAT0w3dYgRcfioaCVdktw"
"A Plus Roofing And Construction","+1217-415-5729","","Springfield","IL",5,5,"Roofing contractor","ChIJ-0dL5KExdYgRAMLKV7AhzHU"
"Bigger & Better Roofing LLC","+1217-416-6815","","Springfield","IL",4.8,23,"Roofing contractor","ChIJ-4crFMX236ERLom94bLyJjA"
